id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,created_at
4557,First Class,Consumer,United States,Florence,South Carolina,29501,South,Office Supplies,Storage,27.92,4,0.0,0.5584,2024-08-16 12:06:06.966875
4558,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,8.559,1,0.7,-6.5619,2024-08-16 12:06:06.966875
4559,Standard Class,Corporate,United States,El Paso,Texas,79907,Central,Office Supplies,Envelopes,49.568,2,0.2,17.9684,2024-08-16 12:06:06.966875
4560,First Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,127.869,3,0.3,-9.1335,2024-08-16 12:06:06.966875
4561,Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,271.44,3,0.0,122.148,2024-08-16 12:06:06.966875
4562,Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Phones,110.352,3,0.2,8.2764,2024-08-16 12:06:06.966875
4563,Second Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,36.4,5,0.0,13.832,2024-08-16 12:06:06.966875
4564,Standard Class,Home Office,United States,Miramar,Florida,33023,South,Furniture,Chairs,419.136,4,0.2,-57.6312,2024-08-16 12:06:06.966875
4565,Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,100.704,6,0.2,-1.2588,2024-08-16 12:06:06.966875
4566,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,45.216,3,0.2,4.5216,2024-08-16 12:06:06.966875
4567,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,28.782,6,0.7,-21.1068,2024-08-16 12:06:06.966875
4568,Standard Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,24.448,4,0.2,8.8624,2024-08-16 12:06:06.966875
4569,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,10.476,6,0.8,-17.2854,2024-08-16 12:06:06.966875
4570,Second Class,Home Office,United States,San Jose,California,95123,West,Furniture,Furnishings,76.14,3,0.0,26.649,2024-08-16 12:06:06.966875
4571,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Art,21.24,3,0.0,8.0712,2024-08-16 12:06:06.966875
4572,Second Class,Home Office,United States,Wichita,Kansas,67212,Central,Office Supplies,Binders,127.96,2,0.0,60.1412,2024-08-16 12:06:06.966875
4573,Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Copiers,479.984,2,0.2,89.997,2024-08-16 12:06:06.966875
4574,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,657.93,7,0.0,184.2204,2024-08-16 12:06:06.966875
4575,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Furniture,Furnishings,33.48,4,0.0,8.7048,2024-08-16 12:06:06.966875
4576,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,13.9,5,0.0,3.614,2024-08-16 12:06:06.966875
4577,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Storage,26.86,2,0.0,6.715,2024-08-16 12:06:06.966875
4578,Standard Class,Consumer,United States,Lewiston,Idaho,83501,West,Office Supplies,Binders,9.584,1,0.2,3.3544,2024-08-16 12:06:06.966875
4579,Standard Class,Home Office,United States,Hampton,Virginia,23666,South,Office Supplies,Binders,113.1,3,0.0,56.55,2024-08-16 12:06:06.966875
4580,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,65.78,11,0.0,32.2322,2024-08-16 12:06:06.966875
4581,Standard Class,Corporate,United States,Hattiesburg,Mississippi,39401,South,Technology,Accessories,239.7,6,0.0,105.468,2024-08-16 12:06:06.966875
4582,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,25.632,3,0.2,3.8448,2024-08-16 12:06:06.966875
4583,First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,23.616,8,0.2,7.9704,2024-08-16 12:06:06.966875
4584,Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,8.26,2,0.0,3.7996,2024-08-16 12:06:06.966875
4585,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Envelopes,76.58,7,0.0,38.29,2024-08-16 12:06:06.966875
4586,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Art,8.8,5,0.0,4.224,2024-08-16 12:06:06.966875
4587,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Binders,590.352,6,0.2,206.6232,2024-08-16 12:06:06.966875
4588,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Fasteners,5.58,3,0.0,0.1674,2024-08-16 12:06:06.966875
4589,Second Class,Home Office,United States,Danville,California,94526,West,Furniture,Furnishings,25.02,3,0.0,10.5084,2024-08-16 12:06:06.966875
4590,Second Class,Home Office,United States,Danville,California,94526,West,Office Supplies,Storage,452.55,7,0.0,22.6275,2024-08-16 12:06:06.966875
4591,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,17.76,2,0.0,4.9728,2024-08-16 12:06:06.966875
4592,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,302.384,2,0.2,30.2384,2024-08-16 12:06:06.966875
4593,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,146.352,3,0.2,-5.4882,2024-08-16 12:06:06.966875
4594,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,7.9,2,0.0,2.054,2024-08-16 12:06:06.966875
4595,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Tables,902.712,3,0.2,33.8517,2024-08-16 12:06:06.966875
4596,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,53.97,3,0.0,15.1116,2024-08-16 12:06:06.966875
4597,Second Class,Home Office,United States,Washington,District of Columbia,20016,East,Office Supplies,Art,33.92,8,0.0,13.2288,2024-08-16 12:06:06.966875
4598,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Supplies,21.81,3,0.0,5.8887,2024-08-16 12:06:06.966875
4599,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,91.6,5,0.0,26.564,2024-08-16 12:06:06.966875
4600,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,150.98,1,0.0,43.7842,2024-08-16 12:06:06.966875
4601,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Envelopes,137.25,9,0.0,63.135,2024-08-16 12:06:06.966875
4602,Standard Class,Home Office,United States,Baltimore,Maryland,21215,East,Office Supplies,Fasteners,11.52,4,0.0,5.4144,2024-08-16 12:06:06.966875
4603,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,18.272,1,0.2,5.9384,2024-08-16 12:06:06.966875
4604,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,153.728,4,0.2,53.8048,2024-08-16 12:06:06.966875
4605,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,12.224,2,0.2,4.4312,2024-08-16 12:06:06.966875
4606,Second Class,Home Office,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,167.944,7,0.2,50.3832,2024-08-16 12:06:06.966875
4607,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,45.99,1,0.0,13.3371,2024-08-16 12:06:06.966875
4608,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,535.41,3,0.0,160.623,2024-08-16 12:06:06.966875
4609,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,6.096,2,0.2,2.0574,2024-08-16 12:06:06.966875
4610,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Paper,45.36,7,0.0,21.7728,2024-08-16 12:06:06.966875
4611,Standard Class,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,47.12,8,0.0,20.7328,2024-08-16 12:06:06.966875
4612,Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Office Supplies,Binders,31.36,4,0.0,15.68,2024-08-16 12:06:06.966875
4613,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,47.616,3,0.2,3.5712,2024-08-16 12:06:06.966875
4614,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,23.48,5,0.2,8.218,2024-08-16 12:06:06.966875
4615,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,62.79,3,0.8,-166.3935,2024-08-16 12:06:06.966875
4616,Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,28.44,9,0.2,4.266,2024-08-16 12:06:06.966875
4617,Second Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Accessories,134.376,3,0.2,6.7188,2024-08-16 12:06:06.966875
4618,Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Phones,589.9,2,0.0,147.475,2024-08-16 12:06:06.966875
4619,Standard Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Chairs,542.94,3,0.0,141.1644,2024-08-16 12:06:06.966875
4620,First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Copiers,2879.952,6,0.2,1007.9832,2024-08-16 12:06:06.966875
4621,First Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,90.48,3,0.2,33.93,2024-08-16 12:06:06.966875
4622,Second Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,77.55,5,0.0,21.714,2024-08-16 12:06:06.966875
4623,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Supplies,8.832,3,0.2,-1.9872,2024-08-16 12:06:06.966875
4624,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,177.536,4,0.2,62.1376,2024-08-16 12:06:06.966875
4625,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Storage,258.48,2,0.2,-3.231,2024-08-16 12:06:06.966875
4626,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,14.136,3,0.2,4.2408,2024-08-16 12:06:06.966875
4627,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,77.55,5,0.0,20.163,2024-08-16 12:06:06.966875
4628,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,24.88,2,0.0,6.9664,2024-08-16 12:06:06.966875
4629,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Art,140.75,5,0.0,39.41,2024-08-16 12:06:06.966875
4630,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3,0.0,9.8901,2024-08-16 12:06:06.966875
4631,Same Day,Consumer,United States,Mount Pleasant,Michigan,48858,Central,Furniture,Furnishings,17.14,2,0.0,6.1704,2024-08-16 12:06:06.966875
4632,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Labels,51.75,5,0.0,24.84,2024-08-16 12:06:06.966875
4633,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,123.96,3,0.0,11.1564,2024-08-16 12:06:06.966875
4634,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,586.398,6,0.15,34.494,2024-08-16 12:06:06.966875
4635,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,80.98,1,0.0,3.2392,2024-08-16 12:06:06.966875
4636,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,242.94,3,0.0,9.7176,2024-08-16 12:06:06.966875
4637,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,123.92,4,0.0,33.4584,2024-08-16 12:06:06.966875
4638,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,12.39,3,0.0,5.6994,2024-08-16 12:06:06.966875
4639,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,47.3,2,0.0,12.298,2024-08-16 12:06:06.966875
4640,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Technology,Copiers,1599.92,8,0.0,751.9624,2024-08-16 12:06:06.966875
4641,Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,11.09,1,0.0,5.4341,2024-08-16 12:06:06.966875
4642,Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Binders,3.168,4,0.7,-2.5344,2024-08-16 12:06:06.966875
4643,Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Furniture,Chairs,579.136,4,0.2,-28.9568,2024-08-16 12:06:06.966875
4644,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.368,2,0.2,2.1492,2024-08-16 12:06:06.966875
4645,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Machines,558.4,2,0.2,41.88,2024-08-16 12:06:06.966875
4646,Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,145.764,2,0.1,-8.098,2024-08-16 12:06:06.966875
4647,Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Paper,13.62,3,0.0,6.129,2024-08-16 12:06:06.966875
4648,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Chairs,434.646,3,0.1,62.7822,2024-08-16 12:06:06.966875
4649,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,440.19,9,0.0,206.8893,2024-08-16 12:06:06.966875
4650,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Supplies,64.4,5,0.0,1.932,2024-08-16 12:06:06.966875
4651,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,244.55,5,0.0,114.9385,2024-08-16 12:06:06.966875
4652,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,195.76,4,0.0,97.88,2024-08-16 12:06:06.966875
4653,Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,11.76,2,0.0,5.7624,2024-08-16 12:06:06.966875
4654,Standard Class,Home Office,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,166.45,5,0.0,39.948,2024-08-16 12:06:06.966875
4655,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,2.88,1,0.0,1.3536,2024-08-16 12:06:06.966875
4656,Standard Class,Corporate,United States,Freeport,Illinois,61032,Central,Office Supplies,Storage,45.248,2,0.2,3.9592,2024-08-16 12:06:06.966875
4657,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,59.904,2,0.2,14.2272,2024-08-16 12:06:06.966875
4658,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,23.696,2,0.2,6.5164,2024-08-16 12:06:06.966875
4659,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,7.968,2,0.2,2.8884,2024-08-16 12:06:06.966875
4660,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,18.2,7,0.2,2.0475,2024-08-16 12:06:06.966875
4661,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,27.552,3,0.2,-0.3444,2024-08-16 12:06:06.966875
4662,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,844.116,6,0.3,-36.1764,2024-08-16 12:06:06.966875
4663,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.752,3,0.2,-9.594,2024-08-16 12:06:06.966875
4664,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,3.0,1,0.2,1.05,2024-08-16 12:06:06.966875
4665,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,7.506,9,0.7,-6.0048,2024-08-16 12:06:06.966875
4666,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Labels,16.56,2,0.2,5.796,2024-08-16 12:06:06.966875
4667,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,79.92,4,0.0,34.3656,2024-08-16 12:06:06.966875
4668,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,69.98,2,0.0,13.2962,2024-08-16 12:06:06.966875
4669,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Binders,11.06,10,0.8,-18.802,2024-08-16 12:06:06.966875
4670,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Furniture,Bookcases,623.4648,7,0.32,-119.1918,2024-08-16 12:06:06.966875
4671,Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Office Supplies,Storage,772.68,5,0.2,-57.951,2024-08-16 12:06:06.966875
4672,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Appliances,283.14,4,0.1,72.358,2024-08-16 12:06:06.966875
4673,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,635.96,4,0.0,165.3496,2024-08-16 12:06:06.966875
4674,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Technology,Phones,118.99,1,0.0,33.3172,2024-08-16 12:06:06.966875
4675,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,2024-08-16 12:06:06.966875
4676,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,15.008,2,0.2,1.5008,2024-08-16 12:06:06.966875
4677,Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,33.088,4,0.2,11.1672,2024-08-16 12:06:06.966875
4678,Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,80.98,1,0.0,3.2392,2024-08-16 12:06:06.966875
4679,Standard Class,Consumer,United States,Logan,Utah,84321,West,Technology,Accessories,82.8,12,0.0,6.624,2024-08-16 12:06:06.966875
4680,Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Storage,21.36,2,0.0,5.7672,2024-08-16 12:06:06.966875
4681,Standard Class,Consumer,United States,Logan,Utah,84321,West,Office Supplies,Binders,62.048,2,0.2,20.1656,2024-08-16 12:06:06.966875
4682,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Fasteners,29.61,9,0.0,13.3245,2024-08-16 12:06:06.966875
4683,Same Day,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,863.928,9,0.2,86.3928,2024-08-16 12:06:06.966875
4684,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,241.92,4,0.4,-56.448,2024-08-16 12:06:06.966875
4685,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,163.88,4,0.5,-81.94,2024-08-16 12:06:06.966875
4686,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,3.486,2,0.7,-2.7888,2024-08-16 12:06:06.966875
4687,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,2024-08-16 12:06:06.966875
4688,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,440.91,9,0.0,123.4548,2024-08-16 12:06:06.966875
4689,Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,2024-08-16 12:06:06.966875
4690,First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,51.968,2,0.2,10.3936,2024-08-16 12:06:06.966875
4691,First Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,71.976,3,0.2,21.5928,2024-08-16 12:06:06.966875
4692,First Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Chairs,242.352,3,0.2,-42.4116,2024-08-16 12:06:06.966875
4693,First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,221.92,5,0.2,77.672,2024-08-16 12:06:06.966875
4694,First Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,8.448,2,0.2,2.64,2024-08-16 12:06:06.966875
4695,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,2024-08-16 12:06:06.966875
4696,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,302.94,3,0.0,48.4704,2024-08-16 12:06:06.966875
4697,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,142.36,2,0.0,38.4372,2024-08-16 12:06:06.966875
4698,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Chairs,546.66,9,0.0,136.665,2024-08-16 12:06:06.966875
4699,Same Day,Consumer,United States,Detroit,Michigan,48205,Central,Furniture,Furnishings,212.13,3,0.0,14.8491,2024-08-16 12:06:06.966875
4700,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Art,5.248,2,0.2,0.5904,2024-08-16 12:06:06.966875
4701,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Storage,74.416,2,0.2,-14.8832,2024-08-16 12:06:06.966875
4702,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Paper,6.848,2,0.2,2.14,2024-08-16 12:06:06.966875
4703,Standard Class,Home Office,United States,Austin,Texas,78745,Central,Furniture,Furnishings,7.996,1,0.6,-6.9965,2024-08-16 12:06:06.966875
4704,Standard Class,Corporate,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.712,2,0.8,-19.602,2024-08-16 12:06:06.966875
4705,First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Supplies,65.17,7,0.0,18.8993,2024-08-16 12:06:06.966875
4706,First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Office Supplies,Labels,14.62,2,0.0,6.8714,2024-08-16 12:06:06.966875
4707,First Class,Consumer,United States,Waterbury,Connecticut,6708,East,Furniture,Furnishings,173.24,4,0.0,17.324,2024-08-16 12:06:06.966875
4708,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,895.92,5,0.2,302.373,2024-08-16 12:06:06.966875
4709,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,130.71,3,0.0,39.213,2024-08-16 12:06:06.966875
4710,First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.68,2,0.0,3.0368,2024-08-16 12:06:06.966875
4711,First Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,62.31,3,0.0,22.4316,2024-08-16 12:06:06.966875
4712,Same Day,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,0.852,1,0.7,-0.5964,2024-08-16 12:06:06.966875
4713,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,2024-08-16 12:06:06.966875
4714,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,56.568,2,0.6,-74.9526,2024-08-16 12:06:06.966875
4715,First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,344.704,2,0.2,38.7792,2024-08-16 12:06:06.966875
4716,Standard Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Phones,201.584,2,0.2,20.1584,2024-08-16 12:06:06.966875
4717,Second Class,Home Office,United States,Seattle,Washington,98115,West,Furniture,Tables,521.96,2,0.0,88.7332,2024-08-16 12:06:06.966875
4718,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,8.22,3,0.0,2.2194,2024-08-16 12:06:06.966875
4719,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,45.36,7,0.0,21.7728,2024-08-16 12:06:06.966875
4720,Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,947.17,7,0.0,9.4717,2024-08-16 12:06:06.966875
4721,Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Paper,61.96,2,0.0,27.882,2024-08-16 12:06:06.966875
4722,Second Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,268.935,3,0.5,-209.7693,2024-08-16 12:06:06.966875
4723,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Art,7.58,1,0.0,2.9562,2024-08-16 12:06:06.966875
4724,Same Day,Consumer,United States,Athens,Georgia,30605,South,Office Supplies,Labels,14.73,3,0.0,7.2177,2024-08-16 12:06:06.966875
4725,Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Binders,9.888,2,0.7,-6.9216,2024-08-16 12:06:06.966875
4726,Standard Class,Home Office,United States,Apopka,Florida,32712,South,Office Supplies,Appliances,671.544,3,0.2,50.3658,2024-08-16 12:06:06.966875
4727,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Storage,1117.92,4,0.0,55.896,2024-08-16 12:06:06.966875
4728,Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,275.952,3,0.2,-37.9434,2024-08-16 12:06:06.966875
4729,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,123.144,7,0.2,46.179,2024-08-16 12:06:06.966875
4730,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,15.576,3,0.2,3.3099,2024-08-16 12:06:06.966875
4731,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,212.64,6,0.0,99.9408,2024-08-16 12:06:06.966875
4732,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,9.87,3,0.0,4.5402,2024-08-16 12:06:06.966875
4733,Second Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,53.25,3,0.0,20.7675,2024-08-16 12:06:06.966875
4734,Second Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,19.92,3,0.0,9.5616,2024-08-16 12:06:06.966875
4735,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,658.746,3,0.1,146.388,2024-08-16 12:06:06.966875
4736,Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,8.26,2,0.0,3.8822,2024-08-16 12:06:06.966875
4737,Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Office Supplies,Binders,29.84,2,0.0,13.428,2024-08-16 12:06:06.966875
4738,Standard Class,Home Office,United States,Lewiston,Maine,4240,East,Technology,Accessories,67.98,2,0.0,14.9556,2024-08-16 12:06:06.966875
4739,Standard Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Labels,61.06,2,0.0,28.0876,2024-08-16 12:06:06.966875
4740,Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,35.544,1,0.2,-0.8886,2024-08-16 12:06:06.966875
4741,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,9.96,2,0.0,4.5816,2024-08-16 12:06:06.966875
4742,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Art,9.21,3,0.0,2.3025,2024-08-16 12:06:06.966875
4743,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,27.93,3,0.0,8.0997,2024-08-16 12:06:06.966875
4744,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Fasteners,7.9,2,0.0,2.528,2024-08-16 12:06:06.966875
4745,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Storage,221.16,4,0.0,57.5016,2024-08-16 12:06:06.966875
4746,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,127.96,2,0.0,62.7004,2024-08-16 12:06:06.966875
